dataset,fixture_id,content_hash,source_row_hash,split,lineage,truncated
gsm8k,gsm8k_test_000128_3a48b01d,3a48b01db243ad5b0c54ac56bd3d13fe64b29906325d15c407dcc91f4f0e95cc,e515e6fb186a3d16d9e41c859a3ecf6931e4bbd472906117260fdadf72634a5f,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 128}",False
gsm8k,gsm8k_test_000129_2c154b74,2c154b74c0dc61967511c375a9690d3cc2ef8f5b748630fd8a5c4fbc11482144,53acc4beedab5be960203d8ff4a2e9f1b587d781f204fef314e168dd7c644d27,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 129}",False
gsm8k,gsm8k_test_000130_c3db1a50,c3db1a50fdb7762004a2bb88ed7cee0765ac34518ee669382c39985106354cfe,833043536ad86d87d9869e29d01192812741a63d3857f7bf9ee6bc37f029fc01,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 130}",False
gsm8k,gsm8k_test_000131_25381791,25381791f7ff573c8b2fcab2cdbd3e6f86e10d9fe5732720fe16c4af511dfe81,dab7cd1f160ba8b988d96cbbc264a13d50c57282915816ffc21bf3fce3af8029,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 131}",False
gsm8k,gsm8k_test_000132_28fb4b41,28fb4b41dcce17037843f24a61c44fd6dfb166f1ac235a26123106d6f751b1a5,55cc2cb8b822a10558e80cbc08b3bccac5bc2998ba52991e8c589a6567493076,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 132}",False
gsm8k,gsm8k_test_000133_dd6f493c,dd6f493cbe4a496a63980c1c3fbb3cc94136213221b65c6293aeb6cd32f03a94,44ab432ac6ffaf336751385cd0805bd155ab2626d711df492b01ce0b1aa00b80,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 133}",False
gsm8k,gsm8k_test_000134_7cd01403,7cd01403da63bf5e9b3fee4e60c94a87ddd97ad309ad8ad4abb09657b926b404,c1d40f3acd584f68e006dda9e8ebd33976327d005b4b416015e3c8cd068f5fd7,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 134}",False
gsm8k,gsm8k_test_000135_6457677b,6457677b940a61097f4363120bfa00d2b205c1ba34f7795201f5e5cde3d1461e,d33f887004fc93348107bf16760fafb889d2fcc9982245c6cb9495d9fbd45b0c,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 135}",False
gsm8k,gsm8k_test_000136_220b6c18,220b6c180e6e60c8c45b86d30eb313e4673e632e2e06a8d87ae7bfa5293ed1ff,16dffa3fbe059274d765c69a0feb2d40847d68f2b85a33641f1f8d82faaa5022,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 136}",False
gsm8k,gsm8k_test_000137_fe45694f,fe45694fa681ed3d22df473f61f7ee30eb0d67236ad37eaef33a46c9b1466683,a678f092742650f70204eb89f752fec6720e47d282408800a233de8c4e21fcc8,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 137}",False
gsm8k,gsm8k_test_000138_e6ada682,e6ada682c7c7fd9977735e7f1e4c5fe90915b21743f7e685128279d42230b2cd,836b722685cb5f77ac9f1e7ee0e2b2fd0c76de0bdbc41aad309e6caab0f9766d,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 138}",False
gsm8k,gsm8k_test_000139_91302d04,91302d0455633705bbed3050619ccc46699e59a23bfe4634e8307f8955ba304d,4506e9f39c640eefc54013a0fdd1fee0aa49b5d61d076c74bfb5191671af858c,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 139}",False
gsm8k,gsm8k_test_000140_01641ae5,01641ae5b988ad51057c2616814d5d09f3ad50c16d79908002d974bf22a108d8,65277b97ead0fee512aca325f9916c70ebd54508136bd63395a1d56495964402,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 140}",False
gsm8k,gsm8k_test_000141_b69cb487,b69cb4872ac1c64b7900aecfd9095e9de1eb26ae800e1acc31a9c595f25bc361,d6eaa835019c21c77f3c6c36a28bf483fb7d00f6df8351502493e7805af5b2d2,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 141}",False
gsm8k,gsm8k_test_000142_5a7b29dd,5a7b29dd51f1311b50721f3a3a82df4139a9696a511d39ea88da632ac2fd8b1c,847e2c050720ddf00c4e0bcf1919b5503e878d4c668eb72ba2f6e0ba0ca91890,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 142}",False
gsm8k,gsm8k_test_000143_5f725dd5,5f725dd53b5d0dfc2e9f01732cca7cc8ad29c2f65da42a4a9b77ca960e3599ba,54c53a26b88923018eae106f4aacf53d5d1e715aa151866429e11da68e6e3010,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 143}",False
gsm8k,gsm8k_test_000144_6fe3d472,6fe3d472b36f2232ec67d8387e239cf095be52c5834e774dd4d467b6ecd2f0a3,ca1a859cb3b148e30c3c3a5bc5c8df231326ba3adae576a3571f61a5befa25b3,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 144}",False
gsm8k,gsm8k_test_000145_b6594dd1,b6594dd15b65302ee70b1e413d2987f8628b43611dec7e59d8e7285e886ecc5b,2a1b9d5fefbab0b999d0729c7da4ef9824d5b7062b74a330004c9ed8aafab832,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 145}",False
gsm8k,gsm8k_test_000146_9c1cd327,9c1cd327417abc39d68cfc1015f2d2640b83195da9abddedbf323a026f56ca0f,ce8dff5085a3eb15d5b46b1f4e374c8d8938abc1ad4285b7974994c45348ee04,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 146}",False
gsm8k,gsm8k_test_000147_87a7051a,87a7051ad0dad9f34b1e1354e340aba6216b8b1b97631f6d8d326af0f31c2619,030685c890e21a0d6898f84ea891504bbc849d549e6589c5baede9f565127595,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 147}",False
gsm8k,gsm8k_test_000148_9a43242b,9a43242bd485edf70805b2cd81af3b2001851767dcc35762376cf6e10084259c,c416162fc65da4cb02893709360c2e981a31d859a5f2480f18dc46309b40e3a1,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 148}",False
gsm8k,gsm8k_test_000149_04feed00,04feed007562beb3b7030af00bf9a21edbb9949e1fd38fd8139e6d39f9d52f31,919ba1886480c1d6a6c7c46b0339dae575906967eaa2a6c3386eddda3cb86834,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 149}",False
gsm8k,gsm8k_test_000150_22aece8a,22aece8a7a08e02400ea5a443a2be9c28de8f2820ba7ef2e7667da32339692da,2712cd52107353f3374b1bafe7801e491976878a780da815dcd38a58a7457fed,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 150}",False
gsm8k,gsm8k_test_000151_a2cf9344,a2cf93443bbd0a2155610fc45bd2f5dea581456006ad1f4dfd0be4e0fd2bd073,261ba3aec4bf8989f440aef6ce4f1a3b6de32a2e5442c6b7c92354b32e7f76f4,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 151}",False
gsm8k,gsm8k_test_000152_554abdb1,554abdb1178d93bd0f350d51109882c103526333ba261fa1bc49f102d98e3a1d,6b7bd74a94756a3866d3749550968b4b3310d1e324229c6f7d76891ef86bc82c,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 152}",False
gsm8k,gsm8k_test_000153_c888e5bc,c888e5bccf221442f2d17447f620ecaae3590d466f24283355ffb1ede140abfb,1bf45ab269434c154a2cf7ab2b180dcab3611862174ba48d21adb13bf6173c96,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 153}",False
gsm8k,gsm8k_test_000154_b5c22ff7,b5c22ff7f99f2bbeccae158ee2cc5c2ae493fdde0c0941f36b73a66dfade8d1b,8dd5fe52a023b8c0c09e4b86d50b498cd85b99777849d0fa4e655d9183573df9,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 154}",False
gsm8k,gsm8k_test_000155_e2d7820f,e2d7820fe69c43e6f6758103c3897e2dd37813f12e4564ca39116579ce20554e,adcc5999fca5c74c3c69cead21d88b97cddb0ad1a486b2ea047c58d04dae30a2,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 155}",False
gsm8k,gsm8k_test_000156_1457c163,1457c163013fc1d248a1743709159141834692f010ed9ba08f24101574ad1860,400d10bd305ad81c823a4b358d49b5ae789a3030a45125f8427752a076d6cb6e,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 156}",False
gsm8k,gsm8k_test_000157_c507e95a,c507e95a7b50f69dd2fc359099978bd5cb5ffcf377b0620d92b7f81c5cccdbb0,3ec8dd2ce3338451d35e1a8769721c3aeed16c9a118b82df1e25feca0bc12649,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 157}",False
gsm8k,gsm8k_test_000158_53805664,53805664bd71200981434669fd0e7957a797c621c5ce270c4ed84ff99a41df3f,6d6c72d4335b959226e59c4f7f6529dbd5067031f619b95b545f1c778efac92a,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 158}",False
gsm8k,gsm8k_test_000159_0769a59e,0769a59e67c6e4695572b6a75b6db1c8aeb93c7b6d6177e8507d42279628b282,20df0d6e5f3bb4842faf5d66727506bb4ed2db9b78fa9e4e3a8615fcb4bed913,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 159}",False
gsm8k,gsm8k_test_000160_9d0121f2,9d0121f2af98dfc982af165d17ac94b640b528ca747b5bcbb8cb8a74b296507b,576ea2e176236cdf214ddb30a9f1232ca4ec593eb48088bc87e2471bb3e5d03b,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 160}",False
gsm8k,gsm8k_test_000161_d0210294,d0210294fbf71ace02cd277ef643495a55e361439f2c34b729d32d7c59524e2c,ea5d3b079c2df9e50fa76feb76ab888461aebd6b538cfa5e50085c465dc0e1e5,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 161}",False
gsm8k,gsm8k_test_000162_a928b447,a928b447709948c3cdd342bf07710cdcd03be1ed43c90c01ed630896e5c4ac89,75f9f2cdd1757141e8e8fa5aa0c21b988b0bc3bf0d220deeb3fb51ec3f44b211,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 162}",False
gsm8k,gsm8k_test_000163_72a6b2bb,72a6b2bbcf02250e0534af09ed855b2d75942f43451ff94a7a45b40287e461b4,033e406ab74d7e94148314fe4ac378adece4c14ba10f992391fd932c9600a3e2,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 163}",False
gsm8k,gsm8k_test_000164_4bc5fac2,4bc5fac2aced6c44301b48ccd59d010b567bf9112c89ce1441d1e6541df65f47,029e16c1f932f56c4467d26e36a817e9042501af346940a1b1f941fbda11fe16,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 164}",False
gsm8k,gsm8k_test_000165_85509bfc,85509bfc6ae8cf69fd621738973d70e27aa5f48fd069c6bd1171fd4ab8fd9b4e,afb5604f6cb97b0433567b529c641bb18a81903059fc96059bd75adee57242ef,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 165}",False
gsm8k,gsm8k_test_000166_4281916b,4281916b1ff4a84a2146eed3e8b609568dca5e9b095125547cced1edbb1c294c,9d6daa1f74e3d30f89cffcc8c800a0537cf34012b81dcad1346b08f0578f2fd7,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 166}",False
gsm8k,gsm8k_test_000167_449fd3fb,449fd3fb14e126881fe006a1e113ec083a5c75d2437218937af4d22d8cb19bde,9c0651ed22b36e91bc7a458878045c2f2dab22dd616ec54bb97a1332cb53c821,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 167}",False
gsm8k,gsm8k_test_000168_73c91835,73c91835f65cf0a62bfbeb9d0916a06c2f59ef13c218cb7054281fe3cb1b6c3a,de795940b8910047251e09c1a0a14c308bb091aba282e6ac413901d858ce5c2c,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 168}",False
gsm8k,gsm8k_test_000169_a471e573,a471e5733819bd36d84eba2b22767dd02787a5d7e44beabba01ab9c2e6edc9b3,5e4ada9c53706db5f17354feb249bea656d1315bd98adfd6004e6f0eda8b6da4,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 169}",False
gsm8k,gsm8k_test_000170_2b2e1dc7,2b2e1dc7974d4cb6714b6d96ae5031e078a0aafc958e52cb90be8825babe5563,599f2b4babbb356cdb49c1d3aa76838ee1ed25929894976644c879dec03cbb07,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 170}",False
gsm8k,gsm8k_test_000171_a1f73ef3,a1f73ef33564893ed59f7a58b66d40cdddf16135dc81efd802ef4178d8dfdd10,b1ab44d6650ef0f6c36bf49359a512a2afe01bb3831b971b89cc352917ebfbe4,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 171}",False
gsm8k,gsm8k_test_000172_e7fea5d9,e7fea5d9132e20273a5389b8372a0b871aee62048801585b50b417ac5d8bb688,64e525b47aed7d9b6745f89abfeca24a64c7d16ba9babf222e78e340d8e3f57a,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 172}",False
gsm8k,gsm8k_test_000173_856b378d,856b378df0e46f18fa7e015f1989d454564bc0aadc06cbea77f9e20a25fddd21,a63dad61890fa6ab25359f2495c2730c71b473bb31dd8d84e019a0c3678e2653,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 173}",False
gsm8k,gsm8k_test_000174_c5e440f8,c5e440f8f1cf6508def28b7e72eb6b5b5e1bd2a7c5910ae7d0aface3dd487b5c,6194d92a967b94a88d8645faf02020bbed64fed2a91d1882cb58e53da50af2a3,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 174}",False
gsm8k,gsm8k_test_000175_b1342b29,b1342b294193533110b5e4bf9e830c0aeec66d6eb21c7b68a8ab1ed623411d48,aae249589126f6ccc0380c1c490a1874fb70f2f8e98a7246aec70eddd40fbce1,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 175}",False
gsm8k,gsm8k_test_000176_5fab2db3,5fab2db3012dd5ef86f2eaaea204b30cc3344d5ab304acb42083e9023f29f39d,4173f972835d62961d970a08a1802a55d57af3d0dad212044541c16367fbcae7,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 176}",False
gsm8k,gsm8k_test_000177_388e6993,388e6993654fe7d95c0286e1f647ce629fa1673d595f85cd2619330b4b55e934,afd832f62a2d5110a3ce9cfde5e08a80a109cb60935e50c2044ca4eb6f9cf748,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 177}",False
gsm8k,gsm8k_test_000178_102559ff,102559ffc66d2b4ce9501b29f8847311a775267c4c84c895d883e6132d343ba3,a87b0170d71cc2f0dcf8496ab14206c6ee83212d4b9502cf2cacef2c96cd414a,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 178}",False
gsm8k,gsm8k_test_000179_39235ec8,39235ec8c1dc4210e16d9529e4b692a044f41c28f3cb36170fbda7d508864a9e,b0e70ab4b2bb6c1009f7fea060bf6dc447c31312c50e1d8e3c534e1f8f1d5a74,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 179}",False
gsm8k,gsm8k_test_000180_f48b3462,f48b34625e82856052b7ca22e4ecc3661743562b5eb712ceb02781a770e05461,ca84d90f374679761ec0c6b795df5ffe3a882902ce9a5f43aa7d3a16172310c7,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 180}",False
gsm8k,gsm8k_test_000181_8e9cc56b,8e9cc56b98af6e27ea1c2c703ebd24b7a84810066d0fa859026063c65af3aff5,c58262412f8501c1001c8dc5ce8c53fc3770bfb0816e4f874ba94951b0473332,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 181}",False
gsm8k,gsm8k_test_000182_26e2f83c,26e2f83cbca0d3f07d30fa465efca174039bf4f3db6caa66b06141e0b3a440fb,06b28d1a205222aebc6a68d35e20ef05191a1c7549a409d72e73e8a1ad2d1e67,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 182}",False
gsm8k,gsm8k_test_000183_fa09d6e1,fa09d6e1a426043b5286413155e510504398d1cb79b447bc249907e69982297f,4b7fabc821f6f75633065abef2e9b134a49003b484c73ffe4384b0da59237a15,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 183}",False
gsm8k,gsm8k_test_000184_2c45c066,2c45c06605e155793edc0434c1ad90ae1476a6db68258ea082537a1c50b80a61,a5d9b549f57bbcfea7b4c63d2f75ebcd6a7d6c2a572ca47fe00d2917fca34556,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 184}",False
gsm8k,gsm8k_test_000185_8e5b37d3,8e5b37d358ab3de17c1cb48dc718334e574e6799713e9c7edec7f830437d674d,59c764d6114728ac40495880c70551dd4568d6f601504d7d8a18a7b587f711b4,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 185}",False
gsm8k,gsm8k_test_000186_daed11e7,daed11e78acb6ed6d3d547013ad8c0e785a390cac0ca28c971ce46fe2a62f540,382b36229ebea07cb5624712c7fb9c2c9537b0d302988ef66d0fe3186aa236d8,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 186}",False
